CASE_ID,CASE_PARTICIPANT_ID,RECEIVED_DATE,OFFENSE_CATEGORY,DIVERSION_PROGRAM,REFERRAL_DATE,DIVERSION_COUNT,PRIMARY_CHARGE_OFFENSE_TITLE,STATUTE,RACE,GENDER,DIVERSION_RESULT,DIVERSION_CLOSED_DATE
400184708106,761249437308,06/12/2013 12:00:00 AM,Narcotics,DS,07/23/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,10/23/2013 12:00:00 AM
400187938909,761257175830,06/12/2013 12:00:00 AM,Retail Theft,BR9,04/30/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Female,Failed,04/30/2014 12:00:00 AM
400191169711,761267839891,06/12/2013 12:00:00 AM,Theft,BR9,05/21/2014 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(4)(C),Unknown,Unknown,Graduated,05/21/2014 12:00:00 AM
400196015916,761280674512,06/13/2013 12:00:00 AM,Retail Theft,MHC,07/30/2015 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Latinx,Male,Graduated,05/16/2017 12:00:00 AM
400200274701,761290866712,06/13/2013 12:00:00 AM,Narcotics,DC,11/26/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Female,Graduated,04/30/2015 12:00:00 AM
400206883161,761309080550,06/13/2013 12:00:00 AM,Narcotics,ARI,12/05/2013 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/407(b)(2),Black,Male,Failed,01/14/2014 12:00:00 AM
400210407673,761319178377,06/13/2013 12:00:00 AM,Retail Theft,MHC,01/13/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,Graduated,05/12/2015 12:00:00 AM
400210848237,761320122099,06/13/2013 12:00:00 AM,Narcotics,DS,07/11/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,11/08/2013 12:00:00 AM
400213051057,761327671877,06/13/2013 12:00:00 AM,Fraudulent ID,BR9,07/09/2014 12:00:00 AM,1,POSS/DISPLAY FRAUD ID/ACCOUNT,15 ILCS 335/14B(b)(2),White,Male,Graduated,07/09/2014 12:00:00 AM
400217016134,761345319481,06/14/2013 12:00:00 AM,Retail Theft,DC,09/16/2015 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,Graduated,09/30/2015 12:00:00 AM
400217016134,761345413854,06/14/2013 12:00:00 AM,Retail Theft,DC,09/16/2015 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,Graduated,09/30/2015 12:00:00 AM
400220981210,761357965359,06/08/2013 12:00:00 AM,Narcotics,DS,09/12/2013 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,Graduated,09/12/2013 12:00:00 AM
400222596611,761363061458,06/14/2013 12:00:00 AM,Narcotics,DS,07/02/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,10/25/2013 12:00:00 AM
400223184030,761365043275,06/14/2013 12:00:00 AM,Narcotics,DS,07/11/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,10/10/2013 12:00:00 AM
400225533705,761371932447,06/14/2013 12:00:00 AM,Other Offense,BR9,04/02/2014 12:00:00 AM,1,UNLAWFUL POSSESSION OF TITLES AND REGISTRATION,625 ILCS 5/4-104(a)(1),Black,Female,Failed,04/02/2014 12:00:00 AM
400228764507,761384200835,06/14/2013 12:00:00 AM,Retail Theft,BR9,06/04/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Male,Graduated,06/04/2014 12:00:00 AM
400237282078,761411946267,06/15/2013 12:00:00 AM,Retail Theft,BR9,03/26/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Latinx,Female,Graduated,03/26/2014 12:00:00 AM
400245505940,761443372216,06/16/2013 12:00:00 AM,Retail Theft,BR9,08/27/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Male,Graduated,08/27/2014 12:00:00 AM
400251233272,761463001637,05/23/2013 12:00:00 AM,Burglary,BR9,04/09/2014 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),Black,Male,Graduated,04/09/2014 12:00:00 AM
400255638912,761476213748,05/23/2013 12:00:00 AM,Narcotics,DS,06/12/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/11/2013 12:00:00 AM
400262981646,761498296847,06/17/2013 12:00:00 AM,Forgery,DC,04/03/2014 12:00:00 AM,1,FORGERY,720 ILCS 5/17-3(a)(2),White,Female,Failed,07/10/2014 12:00:00 AM
400267827850,761517548779,06/18/2013 12:00:00 AM,Retail Theft,MHC,09/13/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,,
400282072753,761558128833,06/18/2013 12:00:00 AM,Narcotics,DS,09/24/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,02/20/2014 12:00:00 AM
400285890975,761569170382,06/16/2013 12:00:00 AM,Narcotics,BR9,10/23/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Failed,10/23/2013 12:00:00 AM
400297639348,761608240480,06/19/2013 12:00:00 AM,Narcotics,ARI,07/21/2014 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/407(b)(1),Black,Male,Graduated,06/09/2015 12:00:00 AM
400299989023,761615695886,06/14/2013 12:00:00 AM,Narcotics,DS,08/27/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,08/27/2013 12:00:00 AM
400303513535,761623623152,06/19/2013 12:00:00 AM,Narcotics,DC,07/17/2013 12:00:00 AM,2,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,,
400303513535,761623623152,06/19/2013 12:00:00 AM,Narcotics,DS,07/09/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,11/08/2013 12:00:00 AM
400304100954,761625038735,06/19/2013 12:00:00 AM,Narcotics,DS,07/09/2013 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS],720 ILCS 550/5(d),Black,Male,,
400304100954,761625133107,06/19/2013 12:00:00 AM,Narcotics,DS,07/09/2013 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS],720 ILCS 550/5(d),White,Male,,
400318933276,761676754711,06/20/2013 12:00:00 AM,Narcotics,DS,07/09/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,11/08/2013 12:00:00 AM
400323338916,761689400588,06/20/2013 12:00:00 AM,Theft,DC,08/26/2015 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1),White,Male,Graduated,10/19/2016 12:00:00 AM
400325688591,761696289760,08/24/2012 12:00:00 AM,Burglary,BR9,06/19/2013 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),Latinx,Male,Graduated,06/19/2013 12:00:00 AM
400332590760,761716107925,06/20/2013 12:00:00 AM,Narcotics,DS,07/02/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/25/2013 12:00:00 AM
400338611802,761738662886,06/21/2013 12:00:00 AM,Retail Theft,DC,12/11/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Male,,
400340667767,761747439502,06/21/2013 12:00:00 AM,Narcotics,DC,08/01/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Failed,04/04/2014 12:00:00 AM
400342870587,761753762440,06/21/2013 12:00:00 AM,Narcotics,DS,07/10/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/08/2013 12:00:00 AM
400347423082,761766219573,06/21/2013 12:00:00 AM,Burglary,BR9,07/09/2014 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),White,Male,Graduated,07/09/2014 12:00:00 AM
400357262345,761797645522,06/21/2013 12:00:00 AM,Narcotics,DS,07/08/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/10/2013 12:00:00 AM
400361667985,761812933821,06/21/2013 12:00:00 AM,Theft,DC,06/27/2013 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1)(A),White,Male,Graduated,06/04/2015 12:00:00 AM
400361814840,761813216938,06/21/2013 12:00:00 AM,Criminal Damage to Property,MHC,12/16/2015 12:00:00 AM,1,CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY,720 ILCS 5/21-1.01(a)(1),Black,Male,,
400365339352,761823409137,06/22/2013 12:00:00 AM,Criminal Damage to Property,BR9,06/04/2014 12:00:00 AM,1,CRIMINAL DAMAGE TO GOVERNMENT SUPPORTED PROPERTY,720 ILCS 5/21-4(1)(a),White,Male,Graduated,06/04/2014 12:00:00 AM
400376206598,761861063652,06/23/2013 12:00:00 AM,Theft,ARI,12/10/2013 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1),Black,Male,,
400376206598,761861158024,06/23/2013 12:00:00 AM,Theft,ARI,12/10/2013 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1),Black,Female,,
400378409418,761868047196,06/23/2013 12:00:00 AM,Retail Theft,DC,07/22/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,Graduated,08/26/2015 12:00:00 AM
400378849982,761869840268,06/23/2013 12:00:00 AM,Retail Theft,DC,10/22/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Male,,
400379290546,761871538968,06/23/2013 12:00:00 AM,Retail Theft,MHC,07/23/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,Failed,05/26/2015 12:00:00 AM
400382374494,761882769262,06/24/2013 12:00:00 AM,Aggravated Fleeing and Eluding,ARI,07/09/2015 12:00:00 AM,1,AGGRAVATED FLEEING OR ATTEMPT TO ELUDE A PEACE OFFICER,625 ILCS 5/11-204.1(a)(4),Black,Male,Failed,12/06/2016 12:00:00 AM
400388982954,761898906911,06/24/2013 12:00:00 AM,Narcotics,DS,07/10/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/08/2013 12:00:00 AM
400392066902,761907306039,06/24/2013 12:00:00 AM,Narcotics,DS,07/11/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/08/2013 12:00:00 AM
400398381653,761926557971,06/24/2013 12:00:00 AM,Narcotics,DS,08/21/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,12/20/2013 12:00:00 AM
400407633498,761956757081,06/25/2013 12:00:00 AM,Retail Theft,MHC,11/22/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,Failed,12/20/2019 12:00:00 AM
400410570591,761964495603,06/25/2013 12:00:00 AM,Narcotics,DS,07/16/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/08/2013 12:00:00 AM
400411304864,761966288675,06/25/2013 12:00:00 AM,Narcotics,DC,08/07/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Failed,06/06/2014 12:00:00 AM
400419235017,761987522424,06/25/2013 12:00:00 AM,Retail Theft,DC,09/18/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,,
400431570809,762027819361,06/26/2013 12:00:00 AM,Narcotics,ARI,02/04/2014 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,07/07/2015 12:00:00 AM
400432305083,762029801178,05/30/2013 12:00:00 AM,Narcotics,DS,06/24/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Female,Graduated,10/25/2013 12:00:00 AM
400432598792,762030367411,06/26/2013 12:00:00 AM,Narcotics,DS,07/17/2013 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,Failed,10/11/2013 12:00:00 AM
400433186211,762031594250,06/26/2013 12:00:00 AM,Burglary,BR9,06/18/2014 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),White,Male,Graduated,06/18/2014 12:00:00 AM
400439647816,762050091204,06/25/2013 12:00:00 AM,Narcotics,DC,12/10/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,12/09/2015 12:00:00 AM
400444200311,762061793359,06/26/2013 12:00:00 AM,Retail Theft,MHC,01/15/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,Graduated,07/13/2016 12:00:00 AM
400453892719,762092181214,06/27/2013 12:00:00 AM,Narcotics,DS,07/11/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,11/08/2013 12:00:00 AM
400454333283,762093219308,06/27/2013 12:00:00 AM,Narcotics,DS,08/29/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Asian,Male,Graduated,12/20/2013 12:00:00 AM
400454773847,762093974286,06/27/2013 12:00:00 AM,Narcotics,DS,07/17/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,11/08/2013 12:00:00 AM
400466228512,762122569068,06/27/2013 12:00:00 AM,Retail Theft,MHC,08/14/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,Failed,03/13/2014 12:00:00 AM
400476214629,762156165577,06/27/2013 12:00:00 AM,UUW - Unlawful Use of Weapon,VC,11/21/2014 12:00:00 AM,1,DEFACING IDENTIFICATION MARKS OF FIREARMS,720 ILCS 5/24-5(b),Black,Male,,
400482088816,762176927465,06/28/2013 12:00:00 AM,Narcotics,DC,10/17/2013 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(1),Black,Female,,
400483116799,762180136121,06/28/2013 12:00:00 AM,Narcotics,DS,07/17/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,11/08/2013 12:00:00 AM
400505732418,762254123939,06/29/2013 12:00:00 AM,Retail Theft,BR9,04/23/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Latinx,Female,Graduated,04/23/2014 12:00:00 AM
400506026128,762255445150,06/29/2013 12:00:00 AM,Residential Burglary,DC,03/02/2016 12:00:00 AM,1,RESIDENTIAL BURGLARY,720 ILCS 5/19-3(a),Black,Female,Graduated,01/31/2018 12:00:00 AM
400506172982,762255822639,06/29/2013 12:00:00 AM,Burglary,MHC,02/19/2014 12:00:00 AM,1,ATTEMPT BURGLARY,720 ILCS 5/8-4(19-1(a)),White,Female,Graduated,04/02/2014 12:00:00 AM
400506907256,762257898828,06/29/2013 12:00:00 AM,Possession of Stolen Motor Vehicle,BR9,04/09/2014 12:00:00 AM,1,POSSESSION OF A STOLEN MOTOR VEHICLE,625 ILCS 5/4-103(a)(1),Black,Male,Failed,04/09/2014 12:00:00 AM
400507935239,762262428695,06/29/2013 12:00:00 AM,Burglary,BR9,08/27/2014 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),Latinx,Male,Graduated,08/27/2014 12:00:00 AM
400511900315,762274036477,06/30/2013 12:00:00 AM,Prostitution,MHC,09/03/2013 12:00:00 AM,1,PROSTITUTION,720 ILCS 5/11-14(a),Black,Female,Failed,07/21/2015 12:00:00 AM
400512047169,762274319594,06/30/2013 12:00:00 AM,Prostitution,DC,07/29/2013 12:00:00 AM,1,PROSTITUTION,720 ILCS 5/11-14(a),Black,Female,Failed,04/14/2017 12:00:00 AM
400523795543,762311974109,07/01/2013 12:00:00 AM,Narcotics,BR9,10/22/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,10/22/2013 12:00:00 AM
400525557799,762315088392,07/01/2013 12:00:00 AM,Narcotics,DS,07/25/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/24/2013 12:00:00 AM
400526292073,762317542070,07/01/2013 12:00:00 AM,Narcotics,DS,09/26/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,09/26/2013 12:00:00 AM
400529522875,762324336870,07/01/2013 12:00:00 AM,Narcotics,DC,11/08/2013 12:00:00 AM,2,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,,
400529522875,762324336870,07/01/2013 12:00:00 AM,Narcotics,DS,07/18/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,01/31/2014 12:00:00 AM
400532753678,762331320414,07/01/2013 12:00:00 AM,Narcotics,DS,07/17/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/08/2013 12:00:00 AM
400533634806,762333490975,06/27/2013 12:00:00 AM,Narcotics,DS,09/11/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,,
400538921574,762348684902,07/01/2013 12:00:00 AM,Retail Theft,BR9,04/23/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(4),White,Male,Graduated,04/23/2014 12:00:00 AM
400539508993,762350477974,07/01/2013 12:00:00 AM,Prostitution,DC,07/29/2013 12:00:00 AM,2,PROSTITUTION,720 ILCS 5/11-14(a),Black,Female,,
400539508993,762350477974,07/01/2013 12:00:00 AM,Prostitution,MHC,11/05/2013 12:00:00 AM,1,PROSTITUTION,720 ILCS 5/11-14(a),Black,Female,Failed,11/05/2013 12:00:00 AM
400543914633,762365294412,06/25/2013 12:00:00 AM,Narcotics,DS,07/30/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
400546264308,762371239862,07/02/2013 12:00:00 AM,Narcotics,DS,07/18/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/17/2013 12:00:00 AM
400549348256,762379355873,07/02/2013 12:00:00 AM,Narcotics,DS,09/04/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,,
400551551076,762385206950,07/02/2013 12:00:00 AM,Narcotics,ARI,01/09/2014 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(c),Black,Male,Graduated,10/16/2014 12:00:00 AM
400553607041,762391058028,07/02/2013 12:00:00 AM,Narcotics,DS,07/29/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,12/03/2013 12:00:00 AM
400561977758,762417482249,07/02/2013 12:00:00 AM,Retail Theft,BR9,10/23/2013 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Female,Failed,10/23/2013 12:00:00 AM
400568879927,762438810370,07/03/2013 12:00:00 AM,Narcotics,DS,07/23/2013 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS],720 ILCS 550/5(d),White,Male,Graduated,11/22/2013 12:00:00 AM
400570054765,762441169675,07/03/2013 12:00:00 AM,Narcotics,BR9,10/01/2014 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/01/2014 12:00:00 AM
400575635242,762458817280,07/03/2013 12:00:00 AM,Narcotics,DS,08/28/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,12/20/2013 12:00:00 AM
400592523530,762515346238,07/05/2013 12:00:00 AM,Theft,BR9,06/04/2014 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1),Black,Male,Graduated,06/04/2014 12:00:00 AM
400595313768,762528558349,07/02/2013 12:00:00 AM,Narcotics,DS,07/03/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
400595313768,762528652721,07/02/2013 12:00:00 AM,Narcotics,DS,07/03/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
400596341751,762532521982,07/05/2013 12:00:00 AM,Narcotics,DS,08/21/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,01/08/2014 12:00:00 AM
400598544571,762539316782,07/05/2013 12:00:00 AM,Retail Theft,BR9,04/30/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Black,Male,Failed,04/30/2014 12:00:00 AM
400600600536,762547527165,07/05/2013 12:00:00 AM,Retail Theft,MHC,01/09/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),White,Male,Graduated,10/23/2015 12:00:00 AM
400609558671,762581123674,07/06/2013 12:00:00 AM,Aggravated Battery Police Officer,DS,08/07/2013 12:00:00 AM,1,AGGRAVATED BATTERY,720 ILCS 5/12-3.05(d)(4),Black,Male,,
400619544789,762614625812,07/08/2013 12:00:00 AM,Narcotics,BR9,01/22/2014 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Failed,01/22/2014 12:00:00 AM
400634230256,762658225776,07/08/2013 12:00:00 AM,Narcotics,DS,08/01/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/03/2013 12:00:00 AM
400638048478,762666058670,07/08/2013 12:00:00 AM,Theft,BR9,06/18/2014 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1),White,Female,Graduated,06/18/2014 12:00:00 AM
400639223315,762669456070,07/08/2013 12:00:00 AM,Theft,DC,09/24/2013 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1)(A),Black,Male,Graduated,05/21/2015 12:00:00 AM
400639223315,762669550442,07/08/2013 12:00:00 AM,Theft,DC,09/24/2013 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1)(A),Latinx,Male,Graduated,05/21/2015 12:00:00 AM
400646566049,762693143497,07/09/2013 12:00:00 AM,Narcotics,DS,07/25/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(a)(7)(A)(ii),White,Male,Graduated,11/22/2013 12:00:00 AM
400646566049,762693237869,07/09/2013 12:00:00 AM,Narcotics,DS,07/25/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,11/22/2013 12:00:00 AM
400650090561,762699088947,07/09/2013 12:00:00 AM,Narcotics,DS,07/23/2013 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(b),Black,Male,Graduated,11/22/2013 12:00:00 AM
400651412253,762702297602,07/09/2013 12:00:00 AM,Narcotics,VC,09/09/2013 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(2),Black,Male,Graduated,05/18/2015 12:00:00 AM
400655377329,762713716640,07/09/2013 12:00:00 AM,Narcotics,DS,08/01/2013 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(2),Black,Male,Graduated,11/22/2013 12:00:00 AM
400660664097,762730043034,07/09/2013 12:00:00 AM,Robbery,DC,12/30/2015 12:00:00 AM,1,ROBBERY,720 ILCS 5/18-1(a),White,Male,Graduated,07/26/2017 12:00:00 AM
400661104661,762731081128,07/09/2013 12:00:00 AM,Narcotics,DS,08/01/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,10/03/2013 12:00:00 AM
400661251516,762731741734,05/26/2013 12:00:00 AM,Narcotics,DC,08/22/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Failed,09/04/2014 12:00:00 AM
400662866917,762736554717,07/09/2013 12:00:00 AM,Narcotics,DS,11/12/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/12/2013 12:00:00 AM
400664482319,762740801467,07/09/2013 12:00:00 AM,Narcotics,DC,07/08/2013 12:00:00 AM,2,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
400664482319,762740801467,07/09/2013 12:00:00 AM,Narcotics,DS,10/10/2013 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,10/10/2013 12:00:00 AM
400664922883,762741745189,07/09/2013 12:00:00 AM,Narcotics,MHC,12/17/2015 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,,
400669181668,762753069855,07/09/2013 12:00:00 AM,Possession of Stolen Motor Vehicle,MHC,03/23/2016 12:00:00 AM,1,POSSESSION OF A STOLEN MOTOR VEHICLE,625 ILCS 5/4-103(a)(1),White,Female,,
400670797070,762759298422,07/09/2013 12:00:00 AM,Theft,BR9,02/18/2015 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1)(A),Black,Female,Graduated,02/18/2015 12:00:00 AM
400671531343,762762507077,07/09/2013 12:00:00 AM,Retail Theft,BR9,06/18/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(1),Latinx,Female,Graduated,06/18/2014 12:00:00 AM
400671678198,762762884566,07/09/2013 12:00:00 AM,Retail Theft,BR9,11/12/2014 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16-25(a)(4),Latinx,Male,Graduated,11/12/2014 12:00:00 AM
